Transaction ID,Customer ID,Account Number,Transaction Date,Transaction Type,Transaction Amount,Account Balance,Customer Name,Customer Age,Customer Gender,Account Type,Branch Code,Currency,Transaction Status,Interest Rate (%),Loan Amount,Loan Duration (Years),Credit Score,Monthly Income,Employment Status
T000493,C8330,AC34363941,1/10/2022,Deposit,2788.32,42880.47,Carol White,63,Female,Credit,BR924,GBP,Completed,2.76,35504.09,,526,13429.4,Employed
T000494,C6334,AC58123406,2/14/2022,Deposit,4084.22,9099.81,Alice Johnson,59,Female,Credit,BR442,EUR,Pending,3.93,,29,847,7939.63,Self-employed
T000495,C9924,AC65229602,7/20/2022,Withdrawal,1117.21,42858.78,Jane Smith,56,Female,Savings,BR232,USD,Pending,3.5,,2,545,7341.7,Self-employed
T000496,C5330,AC11074961,3/17/2023,Deposit,1971.49,25047.49,Alice Johnson,43,Male,Checking,BR154,EUR,Failed,4.42,,21,372,9215.12,Unemployed
T000497,C9010,AC98511758,7/7/2023,Withdrawal,7851.86,20921.28,Carol White,66,Female,Savings,BR160,USD,Completed,4.21,,,449,5164.9,Unemployed
T000498,C7801,AC21950571,5/30/2023,Payment,7178.88,45256.35,Alice Johnson,55,Female,Savings,BR956,GBP,Failed,1.17,44502.45,,812,2678.4,Unemployed
T000499,C5846,AC29155151,5/15/2023,Withdrawal,5975.51,30588.7,John Doe,40,Female,Credit,BR619,EUR,Completed,2.52,26684.3,,368,14209.91,Self-employed
T000500,C7731,AC61465754,2/20/2023,Payment,8967.69,29254.09,Alice Johnson,39,Male,Checking,BR371,USD,Completed,1.14,,,529,4427.09,Self-employed
T000501,C8241,AC22866619,7/19/2022,Withdrawal,5874.34,28379.53,Jane Smith,21,Male,Credit,BR345,GBP,Completed,1.41,,,371,4579.21,Employed
T000502,C1953,AC79583832,2/24/2022,Transfer,4722.98,19187.31,John Doe,66,Female,Savings,BR275,EUR,Failed,3.41,,,696,8141.98,Self-employed
T000503,C3539,AC99858638,5/19/2022,Transfer,3469.67,39496.51,Bob Brown,26,Male,Savings,BR727,USD,Failed,4.5,,,383,8390.97,Unemployed
T000504,C8056,AC79551130,1/17/2023,Payment,9410.44,13387.12,Carol White,21,Female,Credit,BR416,EUR,Failed,1.48,5804.31,,598,2239.64,Unemployed
T000505,C2542,AC14437677,11/13/2022,Payment,918.88,47005.85,Carol White,24,Male,Savings,BR882,USD,Failed,2.8,20062.52,12,592,3923.41,Unemployed
T000506,C6293,AC57347699,2/5/2023,Transfer,9315.78,44805.28,Alice Johnson,40,Female,Savings,BR804,GBP,Pending,4.64,,,522,6916.01,Unemployed
T000507,C2191,AC86716230,9/1/2022,Payment,8284.48,17536.54,John Doe,19,Male,Credit,BR761,GBP,Pending,4.26,,23,515,10888.5,Self-employed
T000508,C7313,AC15241218,1/27/2022,Withdrawal,1386.31,36743.72,Bob Brown,66,Female,Savings,BR230,EUR,Pending,3.08,7551.71,12,530,4969.44,Unemployed
T000509,C7938,AC76777436,6/17/2022,Withdrawal,5693.35,29087.94,John Doe,41,Female,Checking,BR201,EUR,Completed,4.09,30371.15,27,704,7499.19,Employed
T000510,C3681,AC36821567,6/15/2023,Transfer,8678.83,17544.82,Carol White,57,Male,Credit,BR409,USD,Pending,3.09,14478.43,1,468,9245.49,Self-employed
T000511,C2540,AC65482283,7/12/2022,Deposit,5760.91,49437.56,John Doe,48,Female,Checking,BR881,GBP,Completed,1.63,47698.06,,628,13551.7,Unemployed
T000512,C7172,AC15481140,6/3/2023,Withdrawal,9081.28,2236.63,Bob Brown,64,Female,Savings,BR391,USD,Failed,1.5,,,725,6238.92,Employed
T000513,C6541,AC33991831,8/27/2022,Payment,9435.54,13379.66,Alice Johnson,48,Female,Savings,BR821,GBP,Completed,1.75,19634.95,17,495,3736.26,Unemployed
T000514,C2365,AC72697275,5/6/2022,Deposit,4281.61,26483.63,Jane Smith,64,Female,Credit,BR594,EUR,Completed,2.4,46552.31,2,825,8360.54,Self-employed
T000515,C9691,AC75658413,8/19/2022,Deposit,3835.41,26575.7,John Doe,57,Male,Savings,BR460,USD,Pending,4.72,23780.66,17,376,11707.38,Self-employed
T000516,C9702,AC64856856,8/19/2023,Withdrawal,9369.58,29857.72,Jane Smith,65,Female,Credit,BR437,USD,Failed,4.2,,,576,3428.18,Employed
T000517,C8494,AC15290717,3/28/2023,Withdrawal,6783.89,37832.13,Carol White,68,Male,Credit,BR678,GBP,Failed,2.73,,26,765,7520.89,Self-employed
T000518,C5312,AC29659206,4/12/2023,Deposit,1248.62,31550.41,Alice Johnson,60,Male,Credit,BR109,GBP,Pending,2.97,18785.51,9,747,2231.21,Employed
T000519,C2324,AC10797968,7/1/2022,Deposit,518.69,30413.79,Alice Johnson,51,Male,Credit,BR148,GBP,Failed,2.06,34978.68,,619,2436.27,Unemployed
T000520,C4141,AC68224509,6/28/2023,Transfer,5689.83,3622.21,John Doe,41,Male,Credit,BR586,EUR,Failed,3.82,,4,459,8278.39,Self-employed
T000521,C8419,AC65940773,12/6/2022,Payment,9308.69,19449.98,Alice Johnson,66,Female,Checking,BR722,USD,Failed,4.21,,,791,5876.56,Unemployed
T000522,C4486,AC39163439,8/8/2023,Transfer,8458.06,12370.73,John Doe,43,Female,Credit,BR420,GBP,Pending,1.96,46871.49,,612,12986.39,Unemployed
T000523,C2810,AC29651515,2/14/2023,Withdrawal,6790.89,14003.14,John Doe,33,Male,Checking,BR830,EUR,Failed,1.17,,7,460,9828.01,Self-employed
T000524,C7588,AC17339838,11/12/2022,Transfer,1477.25,28162.54,Jane Smith,64,Female,Savings,BR668,GBP,Completed,3.5,41045.37,14,607,7901.13,Unemployed
T000525,C3923,AC93629045,7/5/2022,Transfer,2616.89,10775.76,Alice Johnson,30,Male,Credit,BR894,USD,Completed,3.25,,27,445,7303.16,Employed
T000526,C6301,AC67661940,11/30/2022,Transfer,8767.56,15403.51,John Doe,32,Female,Savings,BR724,GBP,Failed,2.61,14548.12,,695,8464.19,Employed
T000527,C5186,AC91576052,2/9/2022,Transfer,1909.79,12617.15,Jane Smith,44,Female,Credit,BR232,USD,Pending,3.58,46005.59,,388,2525.7,Employed
T000528,C9905,AC80047063,7/20/2022,Payment,2856.55,47476.64,Bob Brown,21,Female,Checking,BR682,EUR,Pending,3.2,,,607,13606.31,Self-employed
T000529,C6977,AC77007551,9/13/2022,Payment,1383.05,47288.62,Jane Smith,33,Male,Checking,BR182,EUR,Pending,2,27390.88,1,845,14977.94,Unemployed
T000530,C5268,AC86107468,2/28/2022,Deposit,6793.47,30887.14,Jane Smith,47,Male,Checking,BR156,GBP,Failed,2.59,,20,670,4359.33,Unemployed
T000531,C5748,AC59909831,8/12/2022,Withdrawal,9445.42,46301.6,John Doe,61,Female,Savings,BR475,USD,Failed,2.71,,4,750,3564.98,Unemployed
T000532,C5849,AC52721553,10/28/2022,Transfer,2762.78,39504.82,Carol White,47,Male,Credit,BR448,USD,Completed,4.52,,1,466,3866.51,Unemployed
T000533,C4709,AC85134271,11/9/2022,Deposit,4806.53,29907.45,Carol White,53,Male,Savings,BR370,USD,Pending,4.84,6069.95,22,691,10593.35,Employed
T000534,C7619,AC98240465,10/6/2022,Deposit,6379.96,1315.33,Carol White,20,Female,Checking,BR582,GBP,Completed,4.57,22861.04,10,790,10598.73,Self-employed
T000535,C9647,AC58055661,11/9/2022,Deposit,9994.72,38853.3,Jane Smith,39,Male,Savings,BR210,USD,Completed,3.88,18651.65,,449,13023.01,Employed
T000536,C4072,AC35554414,8/7/2022,Payment,1137.6,35421.93,John Doe,66,Female,Checking,BR968,USD,Pending,3.34,,,767,11773.74,Employed
T000537,C7530,AC36931806,3/1/2022,Transfer,5035.85,31147.43,Alice Johnson,39,Female,Checking,BR986,USD,Failed,3.76,7501.04,,342,7845.97,Self-employed
T000538,C1504,AC23476005,7/7/2023,Transfer,3912.69,38260.79,Jane Smith,67,Female,Checking,BR175,USD,Failed,4.76,26992.91,24,328,9967.12,Self-employed
T000539,C2214,AC54721695,3/18/2022,Withdrawal,8671.62,26133.19,Jane Smith,67,Male,Credit,BR257,GBP,Completed,2,31060.14,,330,10947.7,Employed
T000540,C2531,AC13151882,11/15/2022,Transfer,4812.08,35500.08,John Doe,66,Female,Credit,BR631,GBP,Completed,3.14,32778.1,,427,8665.57,Unemployed
T000541,C8576,AC42134444,7/19/2023,Transfer,1198.68,46823.43,Bob Brown,29,Female,Checking,BR742,USD,Completed,3.76,,,593,8183.46,Self-employed
T000542,C1823,AC40319320,8/6/2022,Deposit,6380.8,19414.45,Jane Smith,38,Male,Savings,BR428,USD,Completed,3.72,18696.55,23,740,10386.27,Self-employed
T000543,C1928,AC80318880,7/5/2023,Withdrawal,7730.73,35697.97,Bob Brown,21,Male,Savings,BR221,EUR,Pending,2.01,,9,687,9247.17,Employed
T000544,C6029,AC75062907,1/7/2023,Transfer,128.52,24308.7,Bob Brown,48,Male,Credit,BR140,EUR,Completed,3.35,,,823,10371.25,Unemployed
T000545,C1133,AC16737320,5/19/2022,Payment,8603.67,34045.58,Carol White,61,Male,Checking,BR266,USD,Completed,4.18,,21,846,9967.11,Self-employed
T000546,C3105,AC45943815,1/11/2023,Transfer,1941.63,38381.77,John Doe,48,Female,Savings,BR741,USD,Failed,2.9,,28,409,11349.56,Employed
T000547,C4627,AC33773962,6/15/2023,Deposit,5565.49,3227.17,Bob Brown,40,Male,Checking,BR122,EUR,Failed,4.17,37276.86,13,627,10356.45,Self-employed
T000548,C7316,AC60495701,8/13/2022,Payment,4216.4,32683.42,John Doe,37,Male,Savings,BR378,EUR,Failed,2.44,39407.84,3,704,8756.65,Unemployed
T000549,C2852,AC58018519,9/24/2022,Deposit,7224.57,12110.32,Carol White,32,Male,Credit,BR862,USD,Pending,4.76,12555.64,,544,10863.36,Employed
T000550,C5910,AC99859624,6/30/2023,Transfer,3774.5,33831.59,John Doe,40,Male,Checking,BR568,GBP,Pending,3.14,,4,462,7843.27,Employed
T000551,C5175,AC48836811,3/23/2022,Payment,8710.66,23948.18,Jane Smith,45,Female,Checking,BR499,GBP,Failed,3.38,26827.49,,698,5141.73,Unemployed
T000552,C6348,AC86934008,1/23/2022,Withdrawal,7331.91,38904.08,Bob Brown,33,Male,Savings,BR108,USD,Failed,1.13,,,698,2018.44,Employed
T000553,C7190,AC46097069,7/10/2022,Withdrawal,6512.36,7046.64,John Doe,54,Female,Savings,BR112,USD,Completed,1.68,28784.29,7,792,9279.53,Unemployed
T000554,C2256,AC85142815,7/23/2023,Payment,7982.78,31689.8,Alice Johnson,38,Male,Savings,BR918,EUR,Completed,3.53,18085.64,26,538,9678.52,Employed
T000555,C4376,AC88888398,6/11/2023,Payment,7564.83,14645.07,John Doe,32,Female,Checking,BR931,EUR,Pending,2.68,35937.59,11,764,14636.64,Unemployed
T000556,C6645,AC68438965,2/11/2022,Deposit,455.79,42796.12,Bob Brown,34,Female,Credit,BR151,GBP,Pending,3.03,,,331,6699.22,Self-employed
T000557,C4486,AC74274067,8/5/2023,Payment,4007.87,46490.79,Carol White,67,Male,Credit,BR308,USD,Completed,1.25,25646.31,,422,7123.73,Self-employed
T000558,C4584,AC19734816,11/4/2022,Deposit,9314.99,49823.52,Carol White,54,Female,Savings,BR649,EUR,Failed,4.34,,,833,4623.39,Self-employed
T000559,C9053,AC51965471,1/11/2023,Transfer,1344.67,40004.36,Bob Brown,30,Male,Credit,BR711,GBP,Completed,4.14,,,409,2916.95,Employed
T000560,C4330,AC26052465,1/10/2022,Deposit,7397.26,37932.97,Jane Smith,36,Female,Savings,BR804,GBP,Pending,1.74,,,570,12046.46,Unemployed
T000561,C3703,AC69963387,8/15/2022,Payment,9748.46,11559.54,Jane Smith,47,Female,Credit,BR501,GBP,Pending,3.54,19337.2,,679,5245.85,Unemployed
T000562,C9662,AC52590048,2/12/2022,Payment,616.77,17464.35,Carol White,62,Female,Checking,BR290,EUR,Completed,4.27,45263.71,,599,9915.76,Self-employed
T000563,C9120,AC86070913,6/25/2022,Transfer,6853.72,23818.44,Carol White,35,Male,Savings,BR150,EUR,Completed,3.56,,10,548,10941.05,Self-employed
T000564,C8114,AC22851424,2/3/2022,Payment,4734.73,38895.67,Bob Brown,31,Female,Credit,BR492,USD,Completed,2.24,,,820,8126.08,Self-employed
T000565,C2353,AC42356072,5/21/2023,Payment,5833.84,45833.33,Jane Smith,53,Male,Checking,BR752,USD,Pending,3.62,,,333,13392.58,Unemployed
T000566,C6063,AC39536204,10/21/2022,Withdrawal,944.88,10267.82,Carol White,53,Female,Credit,BR779,GBP,Failed,1.84,,,527,7769.33,Self-employed
T000567,C9549,AC95936029,11/27/2022,Withdrawal,525.77,46196.01,Jane Smith,37,Female,Checking,BR922,GBP,Completed,2.27,,,698,5703.81,Employed
T000568,C8575,AC18388512,3/13/2023,Transfer,6701.98,35085.61,Carol White,69,Female,Checking,BR720,EUR,Pending,1.96,37878.66,12,519,13648.2,Self-employed
T000569,C1667,AC61599948,6/7/2022,Deposit,8250.76,30927.77,John Doe,36,Female,Credit,BR818,EUR,Pending,3.23,42463.78,,670,13200.34,Self-employed
T000570,C5468,AC79056627,5/19/2022,Withdrawal,7841.95,10792.22,Alice Johnson,62,Female,Credit,BR399,USD,Pending,1.43,37166.48,,827,4132.52,Unemployed
T000571,C7819,AC70350105,10/27/2022,Deposit,5483.68,3720.73,John Doe,61,Female,Checking,BR721,USD,Completed,4.73,,15,374,2337.49,Employed
T000572,C4719,AC51208934,4/21/2022,Payment,1088.68,28854.78,Carol White,24,Male,Checking,BR295,USD,Completed,2.33,,5,435,3169.81,Unemployed
T000573,C3745,AC43138881,1/9/2022,Withdrawal,6911.64,32924.27,Alice Johnson,61,Male,Checking,BR516,EUR,Failed,1.88,37045.31,,373,5725.12,Employed
T000574,C8483,AC47436581,7/28/2022,Transfer,2494.7,11328.29,Alice Johnson,21,Male,Savings,BR763,GBP,Pending,2.99,24020.91,,553,14639.38,Employed
T000575,C1539,AC31650278,5/18/2022,Transfer,9119.58,28266.35,Carol White,51,Female,Checking,BR519,USD,Completed,2.11,,,317,9260.71,Self-employed
T000576,C5964,AC67376857,3/6/2023,Transfer,8398.83,42968.18,Carol White,19,Male,Savings,BR854,USD,Pending,3.14,,,342,6852.4,Self-employed
T000577,C5835,AC18439469,12/17/2022,Withdrawal,7122.89,41918.23,Jane Smith,22,Female,Checking,BR739,EUR,Pending,2.39,,,349,13553.31,Unemployed
T000578,C4775,AC34455289,11/2/2022,Deposit,9493.57,46440.4,Carol White,27,Male,Savings,BR716,USD,Failed,1.53,23606.3,,814,7890.77,Unemployed
T000579,C7042,AC93050481,10/21/2022,Payment,411.08,18928.4,Bob Brown,49,Male,Checking,BR621,GBP,Completed,2.06,,28,602,6098.1,Unemployed
T000580,C8102,AC48400142,5/27/2023,Deposit,7388.38,16584.43,Carol White,59,Female,Checking,BR455,EUR,Completed,2.75,,5,441,14235.85,Employed
T000581,C8312,AC64332385,1/28/2023,Deposit,3369.4,37721.87,Bob Brown,58,Female,Checking,BR247,USD,Pending,1.12,,,501,13043.73,Unemployed
T000582,C6320,AC52664041,8/9/2022,Payment,9070.05,22124.51,Carol White,30,Male,Credit,BR464,USD,Pending,4.08,8309.77,,506,12967.69,Employed
T000583,C7132,AC58243574,3/12/2023,Payment,2740.08,5289.88,Jane Smith,56,Male,Credit,BR463,EUR,Failed,3.49,,,714,8659.7,Employed
T000584,C8891,AC70711339,7/9/2023,Withdrawal,7276.08,14857.26,Bob Brown,22,Male,Checking,BR751,EUR,Failed,3.41,38685.41,12,520,12262.7,Employed
T000585,C3779,AC56462256,3/17/2022,Withdrawal,8788.71,21510.53,John Doe,27,Male,Savings,BR801,USD,Failed,3.18,,,661,4331.59,Employed
T000586,C1924,AC70344167,9/24/2022,Withdrawal,512.4,15333.3,Bob Brown,27,Female,Savings,BR501,GBP,Failed,3.36,,27,380,9451.9,Employed
T000587,C2581,AC59092554,6/24/2023,Withdrawal,4036.71,17278.07,Jane Smith,55,Male,Checking,BR705,EUR,Failed,4.74,30536.86,5,584,14790,Self-employed
T000588,C8714,AC91500098,2/23/2023,Withdrawal,7646.86,15395.02,Bob Brown,44,Female,Credit,BR591,GBP,Failed,1.03,,,668,5782.46,Employed
T000589,C4324,AC11443717,9/30/2022,Payment,4603.7,3033.46,Carol White,68,Female,Savings,BR328,USD,Pending,1.19,31900.81,12,791,12326.58,Employed
T000590,C6713,AC14409352,11/21/2022,Deposit,2745.8,32217.64,Carol White,38,Male,Credit,BR674,GBP,Failed,1.77,,,645,8376.22,Self-employed
T000591,C8026,AC98997222,12/27/2022,Withdrawal,2276.07,30267.33,Jane Smith,25,Female,Savings,BR951,USD,Pending,1.67,20879.48,2,503,2517.47,Self-employed
T000592,C1255,AC92438366,2/16/2023,Withdrawal,1402.03,33015.79,Alice Johnson,18,Male,Checking,BR636,USD,Pending,1.72,,,324,11919.25,Self-employed
T000593,C5804,AC53148703,1/19/2023,Deposit,8585.58,10423.18,Carol White,45,Female,Credit,BR367,USD,Completed,3.69,46608.52,,368,4191.4,Unemployed
T000594,C2838,AC85530792,1/14/2023,Withdrawal,5796.02,15487.07,John Doe,66,Female,Savings,BR504,USD,Pending,2.84,9680.56,23,815,10209.16,Unemployed
T000595,C1009,AC52307399,2/24/2023,Deposit,856.21,31361.18,Jane Smith,56,Male,Checking,BR892,GBP,Pending,4.97,,21,791,3113.63,Employed
T000596,C3871,AC11308507,3/9/2022,Deposit,3887.55,30381.75,Bob Brown,31,Female,Checking,BR110,USD,Failed,1.91,15174.46,25,539,14309.28,Employed
T000597,C9989,AC97952701,7/21/2023,Payment,3740.56,25810.19,Bob Brown,38,Female,Checking,BR419,USD,Pending,2.24,,,660,5792.41,Employed
T000598,C8409,AC19331795,2/16/2022,Transfer,1899.22,18170.25,John Doe,47,Male,Credit,BR812,GBP,Failed,4.94,18885.49,13,740,4944.04,Employed
T000599,C8418,AC89491182,9/7/2022,Payment,4411.53,45733.62,Carol White,38,Female,Credit,BR225,EUR,Failed,4.33,,10,330,3678.77,Self-employed
T000600,C6124,AC19986298,3/23/2022,Transfer,3387.78,17648.74,Jane Smith,66,Female,Checking,BR405,GBP,Failed,2.88,,,621,14298.03,Unemployed
T000601,C2015,AC77209598,12/29/2022,Transfer,3483.86,23325.34,John Doe,26,Male,Credit,BR801,GBP,Completed,3.22,,,643,11254.75,Self-employed
T000602,C3193,AC85655174,5/2/2022,Transfer,7416.36,34227.58,Carol White,34,Male,Savings,BR610,GBP,Failed,4.37,,24,835,11641.59,Unemployed
T000603,C9415,AC29628490,6/20/2022,Withdrawal,2310.31,27608.05,Jane Smith,22,Female,Checking,BR188,USD,Pending,2.92,41499.77,15,654,8492.26,Self-employed
T000604,C8449,AC95111891,8/24/2022,Payment,6454.41,17997.41,Bob Brown,48,Female,Checking,BR454,USD,Failed,1.82,,8,770,8171.46,Employed
T000605,C5158,AC80189955,12/18/2022,Transfer,5749.43,22346.59,Jane Smith,69,Female,Credit,BR727,USD,Failed,4.31,,,404,3430.28,Unemployed
T000606,C4925,AC26002437,9/6/2022,Deposit,5724.12,39929.56,Alice Johnson,57,Male,Checking,BR451,EUR,Failed,3.15,,,621,9277.93,Employed
T000607,C7970,AC30606265,3/31/2023,Withdrawal,6663.77,14628.33,Jane Smith,55,Female,Savings,BR788,USD,Completed,1.61,,18,826,5209.91,Unemployed
T000608,C7938,AC21091989,5/9/2023,Payment,5528.98,7970.51,Alice Johnson,60,Female,Credit,BR113,EUR,Pending,3.02,,,803,14702.89,Unemployed
T000609,C5784,AC73644057,7/21/2023,Transfer,8804.63,16345,Jane Smith,36,Female,Credit,BR356,USD,Completed,2.65,10984.94,25,384,12355.55,Employed
T000610,C5000,AC62200318,5/19/2022,Deposit,6788.24,42627.18,Alice Johnson,53,Female,Checking,BR308,GBP,Pending,4.51,,17,534,7368.9,Employed
T000611,C2633,AC89790594,7/23/2023,Payment,5514.94,5360.5,Bob Brown,67,Female,Checking,BR380,USD,Completed,1.5,7241.35,,562,3967.44,Employed
T000612,C8266,AC50819838,3/28/2022,Payment,8314.65,49593.11,Carol White,50,Female,Checking,BR542,EUR,Pending,4.5,16865.4,24,305,12209.31,Self-employed
T000613,C9702,AC43283771,8/9/2022,Withdrawal,6100.85,27509.14,Alice Johnson,30,Male,Credit,BR939,EUR,Completed,3.05,,7,793,3586.7,Unemployed
T000614,C1384,AC65145321,5/14/2023,Payment,2982.33,49257.44,Alice Johnson,31,Male,Checking,BR936,USD,Failed,2.62,,,588,4461.34,Unemployed
T000615,C1404,AC14755469,5/21/2022,Withdrawal,2150.24,47010.82,Bob Brown,50,Female,Savings,BR488,GBP,Completed,1.65,42474.88,27,649,4749.77,Unemployed
T000616,C9175,AC92162634,11/15/2022,Transfer,1608.05,23187.87,Alice Johnson,46,Female,Checking,BR716,USD,Completed,3.8,19684.41,16,499,9239.58,Employed
T000617,C3000,AC36098641,1/13/2023,Withdrawal,9004.61,10726.06,John Doe,60,Male,Checking,BR582,USD,Failed,4.71,37752.54,,634,12231.74,Unemployed
T000618,C6989,AC24150540,5/1/2023,Deposit,7130.34,9079.35,Bob Brown,66,Male,Credit,BR246,USD,Failed,2.5,,4,516,6086.09,Unemployed
T000619,C2460,AC55221400,2/10/2023,Withdrawal,9380.05,12759.48,John Doe,53,Male,Checking,BR378,GBP,Pending,1.97,34671.88,26,652,3100.71,Employed
T000620,C8190,AC11992825,9/1/2022,Deposit,6072.59,35796.5,Bob Brown,61,Female,Credit,BR620,EUR,Pending,3.22,19253.62,,624,8039,Employed
T000621,C8140,AC80941842,5/10/2023,Withdrawal,4786.67,14374.55,Alice Johnson,27,Female,Checking,BR729,GBP,Pending,4.18,,,527,11725.43,Unemployed
T000622,C4636,AC40559798,12/21/2022,Payment,691.19,17729.84,John Doe,48,Female,Savings,BR705,EUR,Completed,1.02,11131.34,,444,4881.63,Self-employed
T000623,C5809,AC16152941,12/20/2022,Transfer,6749.26,22990.16,Alice Johnson,23,Female,Savings,BR533,EUR,Pending,3.53,,14,607,4859.02,Employed
T000624,C5178,AC46286070,1/5/2022,Deposit,5863.87,45748.4,Bob Brown,18,Male,Credit,BR243,EUR,Completed,3.39,15915.97,,584,14313.95,Self-employed
T000625,C8245,AC20556086,7/2/2023,Withdrawal,9903.07,10280.28,Alice Johnson,24,Male,Credit,BR388,GBP,Completed,2.27,,22,691,14404,Self-employed
T000626,C7600,AC63307679,3/11/2023,Withdrawal,2467.67,1246.3,John Doe,44,Male,Checking,BR485,USD,Pending,2.81,47758.13,,659,14876.05,Self-employed
T000627,C6997,AC33289643,9/15/2022,Withdrawal,5354.3,3944.72,John Doe,38,Male,Checking,BR113,USD,Pending,1.99,,27,464,12499.57,Self-employed
T000628,C3048,AC99597893,1/24/2022,Payment,6544.48,45333.55,Alice Johnson,45,Female,Savings,BR356,USD,Completed,4.16,,1,523,4446.39,Employed
T000629,C5780,AC11940369,4/12/2022,Payment,6481.45,32728.31,Jane Smith,33,Female,Checking,BR445,USD,Failed,3.54,47732.1,,423,4755.76,Unemployed
T000630,C1716,AC51681557,8/10/2023,Deposit,5656.81,14378.99,Bob Brown,63,Male,Savings,BR797,USD,Failed,3.13,,21,643,6422.93,Unemployed
T000631,C8939,AC95103140,4/18/2023,Deposit,7791.59,9682.43,Bob Brown,40,Male,Credit,BR444,GBP,Completed,2.57,9269.18,20,823,6135.72,Employed
T000632,C6565,AC58226615,2/5/2023,Payment,2129.31,15419.07,Alice Johnson,69,Male,Checking,BR499,GBP,Pending,2.17,,,351,14434.86,Employed
T000633,C5544,AC35955176,6/15/2022,Deposit,7283.71,6625.05,Jane Smith,37,Male,Credit,BR306,GBP,Completed,4.29,,7,428,12257.96,Self-employed
T000634,C5976,AC91718171,2/25/2023,Transfer,6235.37,47135.11,John Doe,55,Male,Checking,BR957,GBP,Completed,2.81,,9,434,11412.11,Self-employed
T000635,C4419,AC61721929,5/19/2022,Transfer,8971.14,39426.1,Carol White,42,Female,Savings,BR271,GBP,Pending,3.01,,8,426,4417.52,Employed
T000636,C8239,AC17778748,3/12/2023,Payment,8487.22,23657.17,Carol White,45,Female,Credit,BR563,GBP,Failed,3.08,,,370,13823.83,Unemployed
T000637,C1249,AC51654364,6/15/2023,Deposit,3219.96,43383.17,Alice Johnson,22,Male,Credit,BR369,GBP,Completed,2.79,,,572,12762.31,Self-employed
T000638,C9865,AC62182965,3/20/2023,Withdrawal,2834.75,13223.45,Jane Smith,38,Male,Checking,BR320,USD,Failed,2.02,,,486,4127.34,Employed
T000639,C1770,AC79055694,5/25/2023,Transfer,9818.37,36138.91,Jane Smith,35,Male,Credit,BR251,EUR,Failed,1.48,29877.37,,302,13325.21,Employed
T000640,C5363,AC42997728,1/10/2022,Payment,5319.93,42950.49,Bob Brown,64,Female,Savings,BR722,GBP,Pending,1.39,6125.68,,584,5539.22,Employed
T000641,C2077,AC87066032,7/29/2023,Deposit,9073.57,18481.67,John Doe,23,Female,Credit,BR282,EUR,Completed,4.03,,,321,3051.31,Self-employed
T000642,C9427,AC46159646,5/14/2023,Payment,1722.42,38115.76,Jane Smith,46,Female,Credit,BR498,GBP,Completed,1.89,,,465,10538.69,Employed
T000643,C9580,AC51478073,10/30/2022,Withdrawal,6463.91,15458.55,Carol White,36,Male,Checking,BR950,GBP,Failed,1.22,,,609,10499.46,Unemployed
T000644,C8901,AC20717207,7/1/2022,Transfer,8117.62,15644,John Doe,50,Female,Credit,BR171,USD,Failed,4.19,43545.57,16,776,3234.12,Employed
T000645,C5858,AC92649491,7/25/2023,Payment,9479.21,6245.8,John Doe,18,Male,Checking,BR517,EUR,Pending,1.62,,29,797,6145.07,Self-employed
T000646,C7544,AC26169764,3/25/2022,Payment,3439.67,22562.84,Alice Johnson,62,Female,Checking,BR997,USD,Failed,3.5,40244.97,11,733,14906.59,Unemployed
T000647,C5719,AC19384451,11/21/2022,Payment,7277.31,36755.88,Jane Smith,20,Female,Credit,BR382,USD,Pending,2.35,,16,533,10819.55,Unemployed
T000648,C3814,AC81297755,1/12/2022,Withdrawal,5434.25,47070.82,Alice Johnson,59,Female,Savings,BR173,EUR,Completed,1.51,,,675,11490.98,Employed
T000649,C4374,AC86123517,7/3/2022,Payment,700.23,30586.05,Jane Smith,38,Male,Checking,BR454,USD,Pending,2.66,,3,545,4767.92,Employed
T000650,C2252,AC91173011,7/8/2022,Withdrawal,6931,43293.64,Bob Brown,52,Male,Credit,BR826,GBP,Failed,1.06,,21,602,3024.17,Unemployed
T000651,C7996,AC30808635,8/6/2022,Withdrawal,6931.96,41302.24,Alice Johnson,58,Female,Checking,BR596,GBP,Completed,4.36,,2,704,5599.72,Employed
T000652,C5673,AC48049943,9/16/2022,Withdrawal,9313.01,9493.81,Alice Johnson,57,Male,Savings,BR427,GBP,Pending,3.05,38845.53,3,320,5235.68,Self-employed
T000653,C5530,AC61756593,6/25/2022,Transfer,5023.39,24805.05,Carol White,20,Male,Savings,BR634,GBP,Completed,1.56,,4,556,5049.07,Unemployed
T000654,C7881,AC70111794,7/16/2022,Transfer,2379.48,6729.25,Alice Johnson,42,Male,Checking,BR679,GBP,Pending,1.95,34541.22,,698,4505.81,Employed
T000655,C7949,AC79472863,2/4/2022,Payment,541.18,34425.5,Jane Smith,62,Male,Savings,BR546,USD,Failed,2.79,5830.58,,828,9471.82,Unemployed
T000656,C7241,AC14790691,7/15/2022,Payment,4214.86,47545.08,Carol White,55,Male,Credit,BR472,USD,Failed,1.76,,10,350,6265.35,Employed
T000657,C9017,AC37950196,7/1/2023,Transfer,3088.98,7717.38,Alice Johnson,62,Male,Credit,BR461,GBP,Completed,2.07,,20,746,12664.49,Employed
